Canonical SMILES,Molecule IDs
C=CC(=O)N1CC[C@@H](Nc2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,"CHEMBL4127897, CHEMBL4127897, CHEMBL4127897, CHEMBL4127897"
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,"CHEMBL4217992, CHEMBL4217992, CHEMBL4217992, CHEMBL4217992"
CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC.Cl,"CHEMBL1204262, CHEMBL1204262, CHEMBL1204262"
C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL345077, CHEMBL345077, CHEMBL345077"
CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL433520, CHEMBL433520, CHEMBL433520"
COc1ccc(-c2c3c4cc(OCCCN(C)C)c(OCCCN(C)C)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,"CHEMBL4791596, CHEMBL4791596"
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc4c(cnn4CCN(C)C)c3)ncc2Cl)c2ccccc21,"CHEMBL5420774, CHEMBL5420774, CHEMBL5420774, CHEMBL5420774, CHEMBL5420774, CHEMBL5420774"
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3C)ncc2Cl)c2ccccc21,"CHEMBL5180778, CHEMBL5180778, CHEMBL5180778, CHEMBL5180778"
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(I)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4227091, CHEMBL4227091, CHEMBL4227091"
Fc1c(Cl)cccc1Nc1ncnc2cc3c(cc12)OCCO3,"CHEMBL4744655, CHEMBL4744655"
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,"CHEMBL27685, CHEMBL27685"
CN1CCN(c2ccc(Nc3cc4c(N[C@@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,"CHEMBL4129138, CHEMBL4129138, CHEMBL4129138, CHEMBL4129138"
C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,"CHEMBL4125764, CHEMBL4125764, CHEMBL4125764"
O=C(Nc1nccs1)[C@@H](c1cc(F)ccc1O)N1Cc2ccccc2C1=O,"CHEMBL4452106, CHEMBL4452106, CHEMBL4452106, CHEMBL4452106, CHEMBL4452106, CHEMBL4452106"
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,"CHEMBL4062877, CHEMBL4062877, CHEMBL4062877, CHEMBL4062877, CHEMBL4062877"
Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,"CHEMBL93302, CHEMBL93302"
CC(C)c1cnc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,"CHEMBL5173517, CHEMBL5173517"
OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,"CHEMBL129579, CHEMBL129579"
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,"CHEMBL4098444, CHEMBL4098444, CHEMBL4098444"
NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,"CHEMBL4081860, CHEMBL4081860, CHEMBL4081860"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4103912, CHEMBL4103912, CHEMBL4103912, CHEMBL4103912"
CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,"CHEMBL340484, CHEMBL340484"
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,"CHEMBL4203016, CHEMBL4203016, CHEMBL4203016, CHEMBL4203016"
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(Cl)c3)ncc2Cl)c2ccccc21,"CHEMBL5185922, CHEMBL5185922, CHEMBL5185922, CHEMBL5185922"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccc(NC(=O)c4c(F)ccc(O)c4CN4C(=O)c5ccccc5C4=O)c3)ccn2)c1,"CHEMBL5188399, CHEMBL5188399, CHEMBL5188399"
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N(C)C)cc4OC)nc32)c1,"CHEMBL2032377, CHEMBL2032377, CHEMBL2032377, CHEMBL2032377, CHEMBL2032377"
c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1,"CHEMBL312818, CHEMBL312818"
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,"CHEMBL4071463, CHEMBL4071463, CHEMBL4071463"
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,"CHEMBL3989970, CHEMBL3989970, CHEMBL3989970, CHEMBL3989970"
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nnnn1C,"CHEMBL4530170, CHEMBL4530170"
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,"CHEMBL189779, CHEMBL189779, CHEMBL189779"
O=C(/C=C/CN1CCC(F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,"CHEMBL3233786, CHEMBL3233786"
C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4558227, CHEMBL4558227, CHEMBL4558227"
COc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1OC,"CHEMBL437879, CHEMBL437879"
C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4467561, CHEMBL4467561, CHEMBL4467561"
COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,"CHEMBL56802, CHEMBL56802"
CC(C)n1c(Nc2cccc(Br)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,"CHEMBL3678947, CHEMBL3678947, CHEMBL3678947"
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,"CHEMBL3674151, CHEMBL3674151, CHEMBL3674151"
COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCOCC1,"CHEMBL248392, CHEMBL248392"
CC(C)n1c(Nc2ccc(NC(=O)Nc3ccc(F)c(Cl)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,"CHEMBL3678955, CHEMBL3678955, CHEMBL3678955"
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,"CHEMBL2178351, CHEMBL2178351, CHEMBL2178351"
CN(C)C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,"CHEMBL4168254, CHEMBL4168254, CHEMBL4168254, CHEMBL4168254"
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,"CHEMBL2087361, CHEMBL2087361, CHEMBL2087361"
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C1=O,"CHEMBL5180839, CHEMBL5180839, CHEMBL5180839"
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc5c(ccn5CCN(C)C)c4)n3)s2)CC1,"CHEMBL5430547, CHEMBL5430547, CHEMBL5430547, CHEMBL5430547, CHEMBL5430547, CHEMBL5430547"
C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4290568, CHEMBL4290568"
CCOC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2OC)nc1-c1cn(C)c2ccccc12,"CHEMBL5278657, CHEMBL5278657, CHEMBL5278657"
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL3219133, CHEMBL3219133, CHEMBL3219133, CHEMBL3219133, CHEMBL3219133"
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1,"CHEMBL31419, CHEMBL31419"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4104658, CHEMBL4104658, CHEMBL4104658, CHEMBL4104658"
C=CC(=O)Nc1cccc(-n2c(=O)c(C)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,"CHEMBL2437471, CHEMBL2437471, CHEMBL2437471, CHEMBL2437471"
COc1ccccc1Nc1nccc(-c2cc3c([nH]2)C2(CCN(C(=O)C#CN(C)C)CC2)CNC3=O)n1,"CHEMBL5088102, CHEMBL5088102"
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC,"CHEMBL1243255, CHEMBL1243255"
Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,"CHEMBL126384, CHEMBL126384"
Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,"CHEMBL338215, CHEMBL338215"
CN1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,"CHEMBL4206288, CHEMBL4206288, CHEMBL4206288, CHEMBL4206288"
C=CC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,"CHEMBL3218346, CHEMBL3218346, CHEMBL3218346, CHEMBL3218346, CHEMBL3218346, CHEMBL3218346"
COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCCN1CCOCC1,"CHEMBL3763627, CHEMBL3763627"
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@H]1COC(=O)N1,"CHEMBL3818364, CHEMBL3818364, CHEMBL3818364"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL3699609, CHEMBL3699609"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL3699584, CHEMBL3699584"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,"CHEMBL3699587, CHEMBL3699587"
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(C)(=O)=O)c3ccccc23)n1,"CHEMBL5194174, CHEMBL5194174, CHEMBL5194174"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,"CHEMBL3699607, CHEMBL3699607"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,"CHEMBL3699583, CHEMBL3699583"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL3699622, CHEMBL3699622"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(N)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL3699602, CHEMBL3699602"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL3699603, CHEMBL3699603"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2Cl)c1,"CHEMBL1643971, CHEMBL1643971, CHEMBL1643971, CHEMBL1643971"
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,"CHEMBL4212884, CHEMBL4212884, CHEMBL4212884, CHEMBL4212884"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL3699588, CHEMBL3699588, CHEMBL3699588, CHEMBL3699588, CHEMBL3699588, CHEMBL3699588, CHEMBL3699588"
CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1,"CHEMBL3818563, CHEMBL3818563"
CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,"CHEMBL3357641, CHEMBL3357641"
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,"CHEMBL296168, CHEMBL296168"
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,"CHEMBL5198314, CHEMBL5198314, CHEMBL5198314"
CN(C)CCn1cccc1/C=N/NC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,"CHEMBL5271803, CHEMBL5271803"
CCC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)C1,"CHEMBL3663934, CHEMBL3663934"
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,"CHEMBL3818115, CHEMBL3818115, CHEMBL3818115"
Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,"CHEMBL341522, CHEMBL341522"
O=C(CCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL2425735, CHEMBL2425735, CHEMBL2425735"
COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCCN1CCOCC1,"CHEMBL3765425, CHEMBL3765425"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,"CHEMBL4279016, CHEMBL4279016"
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(F)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4225863, CHEMBL4225863, CHEMBL4225863"
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,"CHEMBL53203, CHEMBL53203"
CCC(=O)N[C@H]1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,"CHEMBL4294743, CHEMBL4294743, CHEMBL4294743, CHEMBL4294743, CHEMBL4294743"
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,"CHEMBL165574, CHEMBL165574"
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,"CHEMBL3883534, CHEMBL3883534, CHEMBL3883534"
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,"CHEMBL3914159, CHEMBL3914159"
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,"CHEMBL3954587, CHEMBL3954587"
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,"CHEMBL3932176, CHEMBL3932176"
Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,"CHEMBL306315, CHEMBL306315, CHEMBL306315"
CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL329856, CHEMBL329856"
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,"CHEMBL3647418, CHEMBL3647418, CHEMBL3647418"
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,"CHEMBL3898447, CHEMBL3898447"
CCNC(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC,"CHEMBL5415613, CHEMBL5415613, CHEMBL5415613"
O=C(Nc1nccs1)C(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cc(-c3ccc(N4CCOCC4)cc3)c(Cl)c2n1,"CHEMBL5208056, CHEMBL5208056, CHEMBL5208056"
O=C(Nc1nccs1)C(c1ncn2c1CCC2)n1cc2c(F)cc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2n1,"CHEMBL5193772, CHEMBL5193772, CHEMBL5193772"
C=CC(=O)N1CCCCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,"CHEMBL3901943, CHEMBL3901943, CHEMBL3901943, CHEMBL3901943"
Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,"CHEMBL3787344, CHEMBL3787344, CHEMBL3787344, CHEMBL3787344, CHEMBL3787344, CHEMBL3787344, CHEMBL3787344"
CSc1nc(-c2cccc(NC(=O)c3cc(O)ccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,"CHEMBL5188250, CHEMBL5188250, CHEMBL5188250, CHEMBL5188250"
CN(C)CCCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)c1cc([N+](=O)[O-])ccc1F,"CHEMBL4777353, CHEMBL4777353"
C=C=CC(=O)Nc1cc(Nc2ncc(OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4282688, CHEMBL4282688"
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,"CHEMBL162142, CHEMBL162142"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N(C)C)CC1,"CHEMBL4293734, CHEMBL4293734"
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,"CHEMBL4290812, CHEMBL4290812"
COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC.Cl,"CHEMBL1204305, CHEMBL1204305, CHEMBL1204305"
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(Cl)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4228672, CHEMBL4228672, CHEMBL4228672"
COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c(Cl)c3)c2cc1OCCCN1CCOCC1,"CHEMBL3763405, CHEMBL3763405"
C=CC(=O)N1CCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cc1ccc2F,"CHEMBL5290583, CHEMBL5290583, CHEMBL5290583"
CC[C@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)NCCC(F)F,"CHEMBL5405222, CHEMBL5405222, CHEMBL5405222"
C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,"CHEMBL4129209, CHEMBL4129209, CHEMBL4129209, CHEMBL4129209"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1,"CHEMBL3623278, CHEMBL3623278"
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,"CHEMBL5176897, CHEMBL5176897, CHEMBL5176897, CHEMBL5176897"
Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,"CHEMBL63469, CHEMBL63469"
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,"CHEMBL3357634, CHEMBL3357634"
Fc1cc(Br)c(F)c(Nc2ncnc3cc4c(cc23)OCCO4)c1,"CHEMBL4783428, CHEMBL4783428"
CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,"CHEMBL373207, CHEMBL373207"
CN1CCN(CCOc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NO)n3)cc2)CC1,"CHEMBL4869024, CHEMBL4869024"
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,"CHEMBL3806248, CHEMBL3806248"
O=C(CCCCl)Nc1ccc2ncnc(Nc3ccc4c(ccn4Cc4cccc(F)c4)c3)c2c1,"CHEMBL5172245, CHEMBL5172245"
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCOCC5)cc4)nc32)c1,"CHEMBL2437460, CHEMBL2437460, CHEMBL2437460"
O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCCCC1,"CHEMBL4063301, CHEMBL4063301"
C=CC(=O)Nc1cccc(N2C(=O)CN(c3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL3219132, CHEMBL3219132, CHEMBL3219132, CHEMBL3219132, CHEMBL3219132"
CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,"CHEMBL92812, CHEMBL92812, CHEMBL92812"
Clc1cccc(Nc2[nH]cnc3nnc(NCc4ccccc4)c2-3)c1,"CHEMBL121796, CHEMBL121796"
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,"CHEMBL3923228, CHEMBL3923228"
COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,"CHEMBL3959248, CHEMBL3959248"
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CC5)c4n3)cc2)CC1,"CHEMBL2178350, CHEMBL2178350, CHEMBL2178350"
O=C(/C=C/CN1CCC(F)(F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,"CHEMBL3233787, CHEMBL3233787"
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,"CHEMBL3968784, CHEMBL3968784"
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,"CHEMBL4218154, CHEMBL4218154, CHEMBL4218154"
CC(C)c1cnc(N2CC[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,"CHEMBL5195164, CHEMBL5195164"
CC(C)c1cnc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,"CHEMBL5207390, CHEMBL5207390"
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,"CHEMBL387265, CHEMBL387265"
O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)[C@@H]1O[C@H]1CN1CCCCC1,"CHEMBL598007, CHEMBL598007, CHEMBL598007"
COc1cc(C(=O)NN2CCN(C)CC2)ccc1Nc1ncc2nc(Nc3ccccc3)n(C(C)C)c2n1,"CHEMBL3674152, CHEMBL3674152, CHEMBL3674152"
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,"CHEMBL30432, CHEMBL30432, CHEMBL30432"
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,"CHEMBL3786098, CHEMBL3786098, CHEMBL3786098, CHEMBL3786098, CHEMBL3786098, CHEMBL3786098, CHEMBL3786098, CHEMBL3786098"
C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,"CHEMBL3787386, CHEMBL3787386, CHEMBL3787386, CHEMBL3787386"
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CCl,"CHEMBL4440618, CHEMBL4440618"
Cc1c(-c2ccc(N3CCOCC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3C[C@@H](F)C4)nc12,"CHEMBL5193594, CHEMBL5193594, CHEMBL5193594"
Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1,"CHEMBL496174, CHEMBL496174"
C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,"CHEMBL2103842, CHEMBL2103842"
NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,"CHEMBL340508, CHEMBL340508"
CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,"CHEMBL3357650, CHEMBL3357650"
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4)ncnc3cc2OC)CC1,"CHEMBL3932286, CHEMBL3932286"
Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,"CHEMBL340399, CHEMBL340399"
C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1,"CHEMBL4650281, CHEMBL4650281, CHEMBL4650281"
CN(C)C/C=C/C(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,"CHEMBL4090582, CHEMBL4090582, CHEMBL4090582, CHEMBL4090582"
CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,"CHEMBL129825, CHEMBL129825"
CCOc1cc(N2CCC(N3CCN(C)CC3)CC2)c(Cl)cc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)CC)c3ccccc23)n1,"CHEMBL5206683, CHEMBL5206683, CHEMBL5206683, CHEMBL5206683"
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL3219347, CHEMBL3219347, CHEMBL3219347, CHEMBL3219347, CHEMBL3219347"
CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,"CHEMBL39811, CHEMBL39811, CHEMBL39811, CHEMBL39811"
