Canonical SMILES,Molecule IDs
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(C)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,"CHEMBL241919, CHEMBL241919"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(C)C)CC4)cc3OC)ncc2SC)c1,"CHEMBL3798887, CHEMBL3798887"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,"CHEMBL2381508, CHEMBL2381508, CHEMBL2381508"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4087538, CHEMBL4087538"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c1,"CHEMBL4778502, CHEMBL4778502"
CC(=O)Nc1ccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)cc1,"CHEMBL2347964, CHEMBL2347964"
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(CN4CCC(CO)CC4)cc3)ncc2Cl)CC1,"CHEMBL5184813, CHEMBL5184813"
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,"CHEMBL5416410, CHEMBL5416410, CHEMBL5416410, CHEMBL5416410"
O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,"CHEMBL3896779, CHEMBL3896779"
C=CC(=O)Nc1cccc(-n2c(=O)n(C)c(=O)c3cnc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4OC)nc32)c1,"CHEMBL4126797, CHEMBL4126797"
C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,"CHEMBL4454516, CHEMBL4454516"
C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,"CHEMBL3961202, CHEMBL3961202, CHEMBL3961202"
C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)nc(OC)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4077973, CHEMBL4077973, CHEMBL4077973"
C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc(C(F)(F)F)c1,"CHEMBL4068047, CHEMBL4068047"
Cc1cc(=O)n2nc(SCc3ccc(Cl)cc3)nc2[nH]1,"CHEMBL3818535, CHEMBL3818535"
Fc1ccc(-c2nc(SCCN3CCOCC3)[nH]c2-c2ccnc(Nc3ccccc3)c2)cc1,"CHEMBL4067255, CHEMBL4067255"
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(Cl)cccc2C1=O,"CHEMBL5173979, CHEMBL5173979"
CC(=O)CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,"CHEMBL4092003, CHEMBL4092003"
CC/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1OC,"CHEMBL4162882, CHEMBL4162882"
Cc1nn(-c2ccc(F)cc2)c2ncnc(Nc3ccc(F)c(Cl)c3)c12,"CHEMBL4792279, CHEMBL4792279"
C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4450061, CHEMBL4450061"
Cc1cc(=O)n2nc(SCc3ccc(C(C)(C)C)cc3)nc2[nH]1,"CHEMBL4567599, CHEMBL4567599"
CC1(C)CC[C@]2(C(=O)OCCCCO[N+](=O)[O-])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,"CHEMBL4537422, CHEMBL4537422"
Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,"CHEMBL38199, CHEMBL38199, CHEMBL38199"
C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,"CHEMBL4165267, CHEMBL4165267"
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC)c3)[nH]c12,"CHEMBL5089073, CHEMBL5089073"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCO,"CHEMBL4087243, CHEMBL4087243, CHEMBL4087243"
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL136102, CHEMBL136102"
C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL139307, CHEMBL139307"
C#Cc1cccc(Nc2ncnc3ccc(NC(N)=O)cc23)c1,"CHEMBL3814447, CHEMBL3814447, CHEMBL3814447"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)(=O)CCN(C)C,"CHEMBL4592472, CHEMBL4592472"
C=CC(=O)Nc1cccc(Nc2cc(-n3c(CCCO)nnc3-c3ccc(F)cc3)ccn2)c1,"CHEMBL4788364, CHEMBL4788364"
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1SCCCN(CC)CC,"CHEMBL31326, CHEMBL31326"
C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN4CCCCC4)cc3)cc12)c1ccccc1,"CHEMBL3891846, CHEMBL3891846"
C=CC(=O)N1CCC(Oc2nc(Nc3cnn(C)c3)nc3ccsc23)CC1,"CHEMBL5171318, CHEMBL5171318"
Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1ccc2[nH]ccc2c1,"CHEMBL5198664, CHEMBL5198664"
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3ccsc23)CC1,"CHEMBL5172236, CHEMBL5172236"
O=C(O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,"CHEMBL4873830, CHEMBL4873830"
CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3C(F)F)CC2)CC1,"CHEMBL5078816, CHEMBL5078816"
CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,"CHEMBL66570, CHEMBL66570"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,"CHEMBL3978161, CHEMBL3978161"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Br)c1,"CHEMBL3954906, CHEMBL3954906"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Cl)c1,"CHEMBL3938358, CHEMBL3938358"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,"CHEMBL3699599, CHEMBL3699599"
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,"CHEMBL264382, CHEMBL264382"
Fc1ccc(Nc2ncnc3nn4ccccc4c23)cc1Cl,"CHEMBL181275, CHEMBL181275"
Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,"CHEMBL186001, CHEMBL186001"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL3699595, CHEMBL3699595"
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,"CHEMBL24979, CHEMBL24979"
O=C(Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,"CHEMBL4749765, CHEMBL4749765, CHEMBL4749765"
COc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,"CHEMBL123189, CHEMBL123189"
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCOCC1,"CHEMBL24137, CHEMBL24137"
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1,"CHEMBL283088, CHEMBL283088"
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4cc[nH]c4c3)n2)ccc1N(C)CCN(C)C,"CHEMBL5289059, CHEMBL5289059"
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1,"CHEMBL26641, CHEMBL26641"
O=C(OCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,"CHEMBL168366, CHEMBL168366"
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,"CHEMBL69358, CHEMBL69358"
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CO)n1,"CHEMBL4212450, CHEMBL4212450"
C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2C(F)(F)F)c1,"CHEMBL3891187, CHEMBL3891187"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,"CHEMBL3699619, CHEMBL3699619"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,"CHEMBL3903641, CHEMBL3903641"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2Cl)c1,"CHEMBL3913778, CHEMBL3913778"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2F)c1,"CHEMBL3928176, CHEMBL3928176"
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,"CHEMBL1907764, CHEMBL1907764"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL3947802, CHEMBL3947802"
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,"CHEMBL3977504, CHEMBL3977504"
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC(C)C)c23)c1,"CHEMBL5436101, CHEMBL5436101"
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3)CCC4)n2)c(OC)cc1N1CCN(C)CC1,"CHEMBL5269747, CHEMBL5269747"
Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,"CHEMBL2346678, CHEMBL2346678"
CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,"CHEMBL210378, CHEMBL210378"
CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3cc(F)ccc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,"CHEMBL4462965, CHEMBL4462965"
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NCCOC)c23)c1,"CHEMBL5425734, CHEMBL5425734"
C=CC(=O)Nc1cc(C)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL4078120, CHEMBL4078120"
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C1CSSC1,"CHEMBL4456266, CHEMBL4456266"
CC(C)c1cnc(N2CC[C@@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,"CHEMBL5174629, CHEMBL5174629"
C=CC(=O)Nc1cccc(-n2c(=O)cc(N(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL3752139, CHEMBL3752139"
C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2OC)c(OC)cc1N(C)CCN(C)C,"CHEMBL4086559, CHEMBL4086559, CHEMBL4086559"
C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C(=O)OC,"CHEMBL5084983, CHEMBL5084983"
C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)ccc1N(C)CCN(C)C,"CHEMBL4798480, CHEMBL4798480"
Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,"CHEMBL2179128, CHEMBL2179128"
COc1ccc(-c2c3c4cc(OC)c(OCCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,"CHEMBL4206193, CHEMBL4206193"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(OC)cc(OC)c4)cc3)ncc2Cl)c1,"CHEMBL4093954, CHEMBL4093954"
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,"CHEMBL243629, CHEMBL243629"
C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN(C)C)cc3)cc12)c1ccccc1,"CHEMBL3901622, CHEMBL3901622"
C=CC(=O)N1CCC(Sc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccccc4)c3)[nH]2)C1,"CHEMBL4086078, CHEMBL4086078, CHEMBL4086078"
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)c1,"CHEMBL4226702, CHEMBL4226702, CHEMBL4226702"
CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,"CHEMBL2347965, CHEMBL2347965"
CN(C)CCc1ccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nc4sccn34)n2)cc1,"CHEMBL1090357, CHEMBL1090357"
C=CC(=O)N1CCC[C@@H](n2nc(C3CC3)c3c(N)ncnc32)C1,"CHEMBL4099254, CHEMBL4099254, CHEMBL4099254"
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1,"CHEMBL2180204, CHEMBL2180204, CHEMBL2180204"
OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,"CHEMBL1172781, CHEMBL1172781, CHEMBL1172781, CHEMBL1172781, CHEMBL1172781"
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1OCCN(C)C,"CHEMBL5398132, CHEMBL5398132"
C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,"CHEMBL4278325, CHEMBL4278325"
C=CC(=O)N1CCC(Oc2nc(Nc3ccn(C)n3)nc3ccsc23)CC1,"CHEMBL5184048, CHEMBL5184048"
COc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1ccc2[nH]ccc2c1,"CHEMBL5270506, CHEMBL5270506"
COc1cc(N(C)CCN(C)C)c(NC(=O)c2cnccn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,"CHEMBL5188618, CHEMBL5188618, CHEMBL5188618"
CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccc(F)cc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,"CHEMBL4450934, CHEMBL4450934"
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,"CHEMBL2105717, CHEMBL2105717"
C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(OCCN(C)C)cc4OC)nc32)c1,"CHEMBL4126986, CHEMBL4126986"
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,"CHEMBL287289, CHEMBL287289, CHEMBL287289"
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,"CHEMBL160846, CHEMBL160846"
Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,"CHEMBL1095761, CHEMBL1095761"
OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL163369, CHEMBL163369"
CN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,"CHEMBL5271043, CHEMBL5271043"
COc1ccc(-c2c3c4cc(OCCN(C)C)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,"CHEMBL4205688, CHEMBL4205688"
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4cc[nH]c4c3)n2)ccc1N1CCN(C)CC1,"CHEMBL5286092, CHEMBL5286092"
C=CC(=O)Nc1cccc(-c2c(-c3ccncc3)oc3ncnc(NC4CCCC4)c23)c1,"CHEMBL5429838, CHEMBL5429838"
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,"CHEMBL5205581, CHEMBL5205581"
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC)c23)c1,"CHEMBL5432017, CHEMBL5432017"
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@@H](CO)c4ccccc4)c23)c1,"CHEMBL2310642, CHEMBL2310642"
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC,"CHEMBL514942, CHEMBL514942"
COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,"CHEMBL2408829, CHEMBL2408829, CHEMBL2408829"
C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1,"CHEMBL4129607, CHEMBL4129607"
C#CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCN(Cc3ccc(S(=O)(=O)F)cc3)CC2)n1,"CHEMBL4855850, CHEMBL4855850"
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)nc3ccsc23)CC1,"CHEMBL5181848, CHEMBL5181848"
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc3ccsc23)CC1,"CHEMBL5199399, CHEMBL5199399"
COCC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,"CHEMBL3805775, CHEMBL3805775"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2SC)c1,"CHEMBL3799255, CHEMBL3799255"
CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,"CHEMBL113900, CHEMBL113900, CHEMBL113900"
COCC(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,"CHEMBL190651, CHEMBL190651"
Cc1cc(F)cc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)c1,"CHEMBL4537004, CHEMBL4537004, CHEMBL4537004"
COc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2cc1NC(=O)CC1CCSS1,"CHEMBL4519470, CHEMBL4519470"
N#Cc1cnc2cc(OC[C@H](O)CO)c(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,"CHEMBL4519305, CHEMBL4519305"
C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,"CHEMBL4746377, CHEMBL4746377"
C=C(Cl)C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4441933, CHEMBL4441933"
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCCC4)c23)c1,"CHEMBL5417638, CHEMBL5417638"
OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccc4c(c3)OCO4)c12)c1ccccc1,"CHEMBL2347972, CHEMBL2347972"
COc1ccc(-c2c3c4cc(OC)c(OC)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,"CHEMBL4792673, CHEMBL4792673"
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,"CHEMBL301612, CHEMBL301612"
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,"CHEMBL1081312, CHEMBL1081312"
C=CC(=O)Nc1cccc(Cn2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,"CHEMBL5194482, CHEMBL5194482"
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCOc4no[n+]([O-])c4S(=O)(=O)c4ccccc4)CC3)c2)n1,"CHEMBL3237937, CHEMBL3237937, CHEMBL3237937"
CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,"CHEMBL273789, CHEMBL273789"
COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,"CHEMBL301549, CHEMBL301549"
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,"CHEMBL284326, CHEMBL284326"
CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,"CHEMBL3814257, CHEMBL3814257, CHEMBL3814257"
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(F)cc([N+](=O)[O-])c3)c2)[nH]1,"CHEMBL4062722, CHEMBL4062722, CHEMBL4062722"
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCOCC5)cc34)cc2Cl)c1,"CHEMBL3813728, CHEMBL3813728, CHEMBL3813728"
COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCCCCCCC(=O)NO,"CHEMBL596964, CHEMBL596964"
N#Cc1cccc(Oc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(NC(=O)c5cc([N+](=O)[O-])ccc5F)cc34)cc2Cl)c1,"CHEMBL4757531, CHEMBL4757531, CHEMBL4757531"
CN(C)C/C=C/C(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,"CHEMBL3917698, CHEMBL3917698"
O=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL3814320, CHEMBL3814320"
C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OCCC)nc32)c1,"CHEMBL3754213, CHEMBL3754213"
CN(C)CCOc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,"CHEMBL4755444, CHEMBL4755444, CHEMBL4755444"
C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1,"CHEMBL2426281, CHEMBL2426281"
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(N(C)C)c4ccccc34)c3c(N)ncnc32)C1,"CHEMBL4075015, CHEMBL4075015, CHEMBL4075015"
CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2,"CHEMBL3806172, CHEMBL3806172"
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCCN5CCOCC5)cc34)cc2Cl)c1,"CHEMBL3814812, CHEMBL3814812, CHEMBL3814812"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2SC)c1,"CHEMBL3797606, CHEMBL3797606"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(OC)c3)ncc2C(F)(F)F)c1,"CHEMBL4527443, CHEMBL4527443"
Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1,"CHEMBL155100, CHEMBL155100"
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@@H](NC(=O)/C=C/CN2CCOCC2)CC1,"CHEMBL3894102, CHEMBL3894102"
NC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1,"CHEMBL3814959, CHEMBL3814959, CHEMBL3814959"
COc1cc2ncnc3c2cc1OCCCCCCOc1cccc(Cl)c1N3,"CHEMBL5184313, CHEMBL5184313, CHEMBL5184313"
CN(C)CCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,"CHEMBL3092313, CHEMBL3092313"
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,"CHEMBL4208811, CHEMBL4208811"
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4ccn(C)c4c3)n2)c(OC)cc1N1CCN(C)CC1,"CHEMBL5270334, CHEMBL5270334"
C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4162767, CHEMBL4162767"
O=C(/C=C/CN1CCOCC1)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,"CHEMBL4583178, CHEMBL4583178"
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccoc5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,"CHEMBL3263963, CHEMBL3263963"
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCOCC4)nc3)oc3ncnc(NC4CCCC4)c23)c1,"CHEMBL5400012, CHEMBL5400012"
C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H](C)NC(=O)CN(C)C,"CHEMBL3676377, CHEMBL3676377"
C=CC(=O)Nc1cc(Nc2nccc(-n3cc(C)c4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL4067014, CHEMBL4067014, CHEMBL4067014"
COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(C)c(-c2cnn3ccccc23)n1,"CHEMBL2426377, CHEMBL2426377"
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,"CHEMBL31816, CHEMBL31816"
